5132.657  5132.657   FeII 35      
5136.800  5136.800   FeII 35      
5146.112  5146.112   FeII 35      
5158.81   5158.81    [FeII] 19    
5163.94   5163.94    [FeII] 35    
5169.03   5169.03    FeII 42      
5191.98   5191.98    notidf       
5185.407  5185.407   FeII+[FeII]19
5188.56   5188.56    notidf       
5191.66   5191.66    notidf       
5197.559  5197.559   FeII 49      
5203.643  5203.643   FeII         
5220.06   5220.06    [FeII] 19    
5226.64   5226.64    [CrII] 15    
5234.619  5234.619   FeII 49      
5237.36   5237.36    notidf       
5240.85   5240.85    notidf       
5254.928  5254.928   FeII         
5256.931  5256.931   FeII         
5261.61   5261.61    [FeII] 19    
5265.17   5265.17    FeII 48      
5268.88   5268.88    [FeII] 18    
5270.40   5270.40    [FeIII] 1    
5273.38   5273.38    [FeII] 18    
5275.999  5275.999   FeII 49      
5283.11   5283.11    [FeII] 35    
5284.098  5284.098   FeII 41      
5296.84   5296.84    [FeII] 19    
5316.624  5316.624   FeII 49      
5325.559  5325.559   FeII 49      
5333.65   5333.65    [FeII] 19    
5347.67   5347.67    [FeII] 18    
5362.866  5362.866   FeII 48      
5376.47   5376.47    [FeII] 19    
5394.62   5394.62    notidf       
5412.67   5412.67    [FeII] 17    
5425.247  5425.247   FeII 49      
5433.15   5433.15    [FeII] 18    
5470.80   5470.80    FeII         
5477.2    5477.2     [FeII] 34    
5495.82   5495.82    [FeII] 17    
5527.33   5527.33    [FeII] 17    
5534.86   5534.86    [FeII] 39    
5667.16   5667.16    ScII 29?     
5673.22   5673.22    [FeII]       
5676.02   5676.02    NII 3        
5679.56   5679.56    NII 3        
5686.21   5686.21    NII 3        
5695.83   5695.83    FeII         
5708.31   5708.31    notidf       
5710.83   5710.83    notidf       
5712.39   5712.39    notidf       
5715.11   5715.11    notidf       
5718.30   5718.30    [FeII] 39    
5726.00   5726.00    notidf       
5729.59   5729.59    FeII         
5746.96   5746.96    [FeII] 34    
5754.80   5754.80    [NII] 3      
5767.52   5767.52    notidf       
5772.80   5772.80    notidf       
5780.60   5780.60    IS           
5784.46   5784.46    notidf       
5791.69   5791.69    notidf       
5795.67   5795.67    notidf       
5797.1    5797.1     IS           
5799.46   5799.46    notidf       
5803.63   5803.63    notidf       
5813.99   5813.99    notidf       
5816.02   5816.02    notidf       
5835.49   5835.49    FeII+[FeII]  
5843.70   5843.70    notidf       
5847.30   5847.30    FeII         
5857.04   5857.04    notidf       
5874.     5874.      HeI 11       
5875.62   5875.62    bshd         
5894.     5894.      NaI          
5889.95   5889.95    NaI D (IS)   
5895.92   5895.92    NaI D (IS)   
5901.26   5901.26    [FeII] 34?   
5913.54   5913.54    FeII         
5922.21   5922.21    FeII         
5955.70   5955.70    FeII?        
5957.51   5957.51    notidf       
5957.18   5957.18    notidf       
5978.97   5978.97    notidf       
5982.70   5982.70    [FeII]       
5991.368  5991.368   FeII 46      
5999.47   5999.47    NI 16        
6007.30   6007.30    [NiII] 8?    
6008.48   6008.48    NI 16        
6040.31   6040.31     V II] 19?   
6044.16   6044.16    [FeII]?      
6078.52   6078.52    notidf       
6084.099  6084.099   FeII 46      
6095.92   6095.92    notidf       
6103.33   6103.33    notidf       
6106.84   6106.84    notidf       
6113.330  6113.330   FeII 46      
6122.43   6122.43    MnII         
6123.52   6123.52    real?        
6125.86   6125.86    MnII         
6128.73   6128.73    MnII + ?     
6130.80   6130.80    MnII         
6147.767  6147.767   FeII 74      
6149.246  6149.246   FeII 74      
6158.29   6158.29    notidf       
6160.76   6160.76    FeII         
6188.56   6188.56    notidf       
6196.06   6196.06    IS           
6203.06   6203.06    IS           
6238.386  6238.386   FeII 34      
6247.545  6247.545   FeII 74      
6269.965  6269.965   FeII         
6277.9    6277.9     IS           
6283.9    6283.9     IS           
6291.833  6291.833   FeII         
6300.23   6300.23    [OI] 1?      
6312.06   6312.06    [SIII]       
6317.999  6317.999   FeII         
6347.09   6347.09    SiII 2       
6353.91   6353.91    [FeII]       
6365.50   6365.50    [NiII] 8     
6369.464  6369.464   FeII 40      
6371.36   6371.36    Si II 2      
6383.721  6383.721   FeII         
6385.455  6385.455   FeII         
6384.00   6384.00    FeII         
6396.30   6396.30    [FeII]       
6404.60   6404.60    [FeII]       
6407.253  6407.253   FeII 74      
6410.99   6410.99    notidf       
6416.921  6416.921   FeII 74      
6423.37   6423.37    notidf       
6432.682  6432.682   FeII 40      
6440.40   6440.40    [FeII] 15    
6442.951  6442.951   FeII         
6456.389  6456.389   FeII 74      
6473.86   6473.86    [FeII] 44    
6482.30   6482.30    [FeII]       
6485.30   6485.30    [FeII]       
6491.25   6491.25    FeII         
6493.06   6493.06    FeII         
6506.33   6506.33    FeII ?       
6511.12   6511.12    [FeII] ?     
6516.075  6516.075   FeII 40      
6562.80   6562.80    H 2-3        
6548.10   6548.10    [NII] 1      
6577.07   6577.07    notidf       
6583.60   6583.60    [NII] 1      
6610.49   6610.49    notidf       
6613.73   6613.73    IS           
6666.80   6666.80    [NiII] 2     
6678.15   6678.15    HeI 46       
6689.40   6689.40    [FeII]       
6700.70   6700.70    FeII         
6716.42   6716.42    [SII] 2      
6729.85   6729.85    [FeII] 31    
6730.74   6730.74    [SII] 2      
6746.90   6746.90    [FeII]       
6944.91   6944.91    [FeII] 43?   
6966.32   6966.32    [FeII] 31?   
6997.05   6997.05    notidf       
7065.30   7065.30    HeI 10       
7078.08   7078.08    notidf       
7088.40   7088.40    notidf       
7099.64   7099.64    notidf       
7109.80   7109.80    notidf       
7135.80   7135.80    [ArIII] 1    
7155.16   7155.16    [FeII] 14    
7172.00   7172.00    [FeII] 14    
8413.32   8413.32    H 3-19       
8420.55   8420.55    FeII         
8423.90   8423.90    FeII         
8437.96   8437.96    H 3-18       
8446.35   8446.35    OI 4         
8451.01   8451.01    FeII         
8437.96   8437.96    H 3-18       
8467.26   8467.26    H 3-17 +FeII 
8479.80   8479.80    FeII         
8490.108  8490.108   FeII         
8499.56   8499.56    FeII+CaII    
8502.49   8502.49    H 3 -16      
8508.64   8508.64    notidf       
8526.80   8526.80    notidf       
8542.14   8542.14    CaII         
8545.39   8545.39    H 3-15       
8564.51   8564.51    notidf       
8567.73   8567.73    NI           
8570.83   8570.83    notidf       
8574.96   8574.96    FeII         
8578.75   8578.75    notidf       
8582.19   8582.19    notidf       
8595.19   8595.19    FeII?        
8598.39   8598.39    H 3-14       
8616.96   8616.96    [FeII] 13    
8629.24   8629.24    N I          
8648.52   8648.52    notidf       
8653.25   8653.25    notidf       
8655.78   8655.78    notidf       
8661.12   8661.12    CaII         
8665.02   8665.02    H3-13        
8671.80   8671.80    FeII         
8680.28   8680.28    NI           
8683.40   8683.40    NI           
8686.15   8686.15    NI           
8694.67   8694.67    notidf       
8703.25   8703.25    NI           
8706.47   8706.47    notidf       
8711.70   8711.70    NI           
8715.61   8715.61    notidf       
8718.84   8718.84    NI           
8722.23   8722.23    notidf       
8728.90   8728.90    NI           
8750.47   8750.47    H 3-12       
8784.41   8784.41    CrII         
8805.07   8805.07    FeII         
8820.04   8820.04    notidf       
8824.59   8824.59    FeII         
8829.84   8829.84    CrII         
8838.92   8838.92    CrII         
8862.79   8862.79    H 3-11       
9879.74   9879.74    notidf       
9894.81   9894.81    FeII         
9910.28   9910.28    FeII         
9942.75   9942.75    notidf       
9956.31   9956.31    FeII         
9970.27   9970.27    notidf       
9974.70   9974.70    notidf       
9997.57   9997.57    FeII         
10005.6   10005.6    FeII         
10027.7   10027.7    HeI 81       
10049.4   10049.4    H 3-7        
10068.15  10068.15   notidf       
10105.3   10105.3    NI 18        
10108.9   10108.9    NI 18        
10112.5   10112.5    NI 18        
10131.8   10131.8    FeII         
10164.16  10164.16   notidf       
10173.5   10173.5    FeII         
10175.96  10175.96   notidf       
10188.56  10188.56   notidf       
10211.16  10211.16   notidf       
10245.58  10245.58   FeII?        
10280.27  10280.27   notidf       
10286.7   10286.7    [SII] 3      
10311.2   10311.2    HeI 74       
10320.5   10320.5    [SII] 3      
10336.4   10336.4    [SII] 3      
10370.5   10370.5    [SII] 3      
10398.0   10398.0    [NI] 3       
10407.4   10407.4    [NI] 3       
10435.09  10435.09   notidf       
10713.1   10713.1    [NiII]+FeII  
10830.3   10830.3    HeI 1        
10862.65  10862.65   FeII         
10871.60  10871.60   FeII         
10912.9   10912.9    HeI 79       
10938.1   10938.1    H 3-6        
