   4177.19       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[3]        5/2-7/2                                               131677.10 -   155609.90 001
   4183.36       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-2P          3/2-3/2  5.63E+06 1.48E-02 8.15E-01  -1.2281     3    108778.70 -   132676.20 001
   4183.87       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[2]        5/2-5/2                                               131677.10 -   155571.70 001
   4187.128      1.6E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).10g                         2Fo-2G          7/2-*    1.67E+06 9.86E-03 1.09E+00  -1.1031     3    103556.03 -   127432.02 001
   4187.151      1.6E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).10g                         2Fo-2G          5/2-*    1.25E+06 9.86E-03 8.16E-01  -1.2280     3    103556.16 -   127432.02 001
   4190.71       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-2P          5/2-3/2  5.04E+07 8.86E-02 7.33E+00  -0.2746     3    108820.60 -   132676.20 001
   4198.14       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-2P          3/2-1/2  5.57E+07 7.37E-02 4.07E+00  -0.5307     3    108778.70 -   132592.10 001
   4200.657      1.6E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8f                           2D-2Fo         3/2-5/2  8.14E+06 3.23E-02 1.79E+00  -0.8884     3    101023.05 -   124822.14 001
   4200.887      1.6E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8f                           2D-2Fo         5/2-5/2  5.82E+05 1.54E-03 1.28E-01  -2.0345     3    101024.35 -   124822.14 001
   4200.897      1.6E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8f                           2D-2Fo         5/2-7/2  8.72E+06 3.08E-02 2.56E+00  -0.7335     3    101024.35 -   124822.08 001
   4204.71       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[4]        7/2-9/2                                               131918.80 -   155695.00 001
   4209.85       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[4]        7/2-7/2                                               131918.80 -   155665.90 001
