   4312.87       1.7E-01  Si II]     E1                  3s2.(1S).11g-3s.3p.(3Po).4d                        2G-4Fo           *-9/2                                               128197.90 -   151377.80 001
   4315.19       1.2E-01  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-4D          5/2-5/2                                               108820.60 -   131988.05 001
   4330.93       1.2E-01  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-4D          3/2-3/2                                               108778.70 -   131861.93 001
   4338.68       1.7E-01  Si II]     E1                  3s2.(1S).11g-3s.3p.(3Po).4d                        2G-4Fo           *-7/2                                               128197.90 -   151239.90 001
   4338.81       1.2E-01  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-4D          5/2-3/2                                               108820.60 -   131861.93 001
   4345.43       1.7E-01  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       2Do-4D          3/2-1/2                                               108778.70 -   131784.90 001
   4357.18       1.7E-01  Si II]     E1                  3s2.(1S).11g-3s.3p.(3Po).4d                        2G-4Fo           *-5/2                                               128197.90 -   151142.10 001
   4436.5        1.2E+00  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       4Fo-2D          3/2-*                                                 114265.64 -   136800.00 001
   4448.6        1.2E+00  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       4Fo-2D          5/2-*                                                 114327.15 -   136800.00 001
   4465.9        1.3E+00  Si II]     E1                3s.3p.(3Po).3d-3s.3p.(3Po).4p                       4Fo-2D          7/2-*                                                 114414.58 -   136800.00 001
   4773.485      2.0E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4S          1/2-3/2                                               113962.08 -   134905.28 001
   4776.824      2.0E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4S          3/2-3/2                                               113976.72 -   134905.28 001
   4843.33       2.1E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Po         1/2-1/2                                               132592.10 -   153233.30 001
   4854.85       2.1E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Po         1/2-3/2                                               132592.10 -   153184.30 001
   4863.14       2.1E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Po         3/2-1/2                                               132676.20 -   153233.30 001
   4874.76       2.1E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Po         3/2-3/2                                               132676.20 -   153184.30 001
   4896.41       2.1E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Po         3/2-5/2                                               132676.20 -   153093.60 001
   4940.087      2.2E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4P          3/2-5/2                                               113976.72 -   134213.63 001
   4969.553      2.2E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4P          1/2-3/2                                               113962.08 -   134079.00 001
   4973.172      2.2E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4P          3/2-3/2                                               113976.72 -   134079.00 001
   4984.941      2.2E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4P          1/2-1/2                                               113962.08 -   134016.90 001
   4988.583      2.2E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4P          3/2-1/2                                               113976.72 -   134016.90 001
   5014.2        1.6E+00  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2D          1/2-*                                                 116862.38 -   136800.00 001
   5039.04       2.3E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Do         1/2-3/2                                               132592.10 -   152431.60 001
   5042.47       2.3E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Do         1/2-1/2                                               132592.10 -   152418.10 001
   5043.6        1.6E+00  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2D          3/2-*                                                 116978.38 -   136800.00 001
